DEBUT_RANK,SPOTIFY_POPULARITY,HAS_PLAYLIST,GENRE_Hip-Hop/Rap,GENRE_Country,LOUDNESS,DURATION,HIT
99,82,1,False,False,-7.596,272394.0,0
60,39,0,False,False,-10.136,334340.125,1
83,71,0,False,False,-7.286,176786.0,0
78,26,0,False,False,-5.164,113613.0,0
88,37,0,False,False,-4.515,221506.0,0
95,45,0,True,False,-8.21,278533.0,0
86,74,1,False,False,-6.543,207747.0,0
98,69,1,False,False,-10.164,334340.125,1
88,46,0,False,False,-6.487,146373.0,0
87,29,0,False,False,-9.374,248760.0,0
86,14,0,False,False,-11.925,153853.0,0
89,42,0,False,False,-8.21,215093.0,0
64,40,0,False,False,-10.99,198293.0,0
75,33,0,False,False,-10.038,184253.0,0
94,34,0,False,False,-12.807,326066.0,0
68,21,0,False,False,-12.212,305666.0,0
87,14,0,False,False,-8.625,334340.125,0
87,15,0,False,False,-10.089,213906.0,0
92,7,0,False,False,-9.182,181666.0,0
77,42,0,True,False,-8.21,215093.0,0
61,50,0,False,False,-4.053,146000.0,0
99,45,0,False,False,-5.382,233493.0,0
92,42,0,False,False,-8.21,215093.0,0
79,34,0,False,False,-16.501875,208453.0,0
83,5,0,False,False,-4.013,131586.0,0
77,1,0,False,False,-13.928,153960.0,0
86,60,0,True,False,-5.559,226293.0,0
95,45,0,False,False,-9.868,334340.125,0
77,10,0,False,False,-11.902,291973.0,0
53,48,0,False,False,-5.118,185933.0,0
97,42,0,False,False,-8.21,215093.0,0
100,11,0,False,False,-6.731,170866.0,0
92,48,1,False,False,-6.761,272440.0,1
94,41,0,False,False,-14.09,317400.0,0
92,11,0,False,False,-9.243,169251.0,0
60,72,0,True,False,-6.206,283550.0,0
69,42,0,False,False,-8.21,215093.0,0
94,42,0,False,False,-8.21,215093.0,0
87,79,1,False,False,-6.256,212027.0,0
82,42,0,False,False,-8.21,215093.0,0
92,42,0,False,False,-8.21,215093.0,0
76,33,0,False,False,-7.583,240173.0,0
100,41,0,False,False,-3.262,204493.0,0
98,22,0,False,False,-9.753,198973.0,0
88,51,0,True,False,-16.501875,151440.0,0
86,26,1,False,False,-8.223,252347.0,1
93,4,0,False,False,-7.115,168306.0,0
65,21,0,False,False,-5.42,132880.0,1
87,21,0,False,True,-6.863,142160.0,0
85,1,0,False,False,-6.941,175333.0,0
68,42,0,False,False,-8.21,215093.0,0
78,22,0,False,False,-7.932,121960.0,0
62,33,0,False,False,-13.677,198120.0,0
97,42,0,False,False,-8.21,215093.0,0
81,49,0,True,False,-1.982,263880.0,0
100,2,0,False,False,-4.217,151560.0,0
87,42,0,False,False,-8.21,215093.0,0
65,86,0,False,False,-6.936,222533.0,0
63,65,0,False,False,-7.615,228916.0,0
92,55,0,False,False,-5.426,205360.0,0
94,42,0,False,False,-8.21,215093.0,0
85,14,0,False,False,-7.539,147400.0,0
96,42,0,False,False,-8.21,215093.0,0
90,42,0,False,False,-8.21,215093.0,0
58,60,0,False,False,-8.244,143400.0,1
13,55,0,False,False,-4.665,216573.0,0
64,0,1,False,False,-9.634,287000.0,0
100,12,0,False,True,-8.867,153000.0,0
87,3,0,False,False,-10.993,172000.0,0
86,4,0,False,True,-11.956,185160.0,0
100,49,0,False,False,-10.838,214893.0,0
82,5,0,False,False,-11.187,211000.0,0
97,1,0,False,False,-11.634,153160.0,0
87,14,0,False,False,-10.351,200191.0,0
75,37,0,False,False,-9.948,272080.0,0
84,55,0,False,False,-5.862,225106.0,0
98,42,0,False,False,-8.21,215093.0,0
98,16,0,False,False,-9.881,224266.0,0
76,42,0,False,False,-11.354,215093.0,0
92,42,0,True,False,-8.21,215093.0,0
89,22,0,True,False,-5.972,258333.0,0
100,54,0,False,False,-5.853,228266.0,0
77,57,0,False,False,-10.948,209000.0,1
74,20,0,False,False,-10.154,138760.0,0
96,66,0,False,False,-7.963,125826.0,1
91,37,0,False,False,-12.755,264480.0,0
81,41,0,False,False,-7.245,239266.0,0
96,41,0,False,True,-3.902,204386.0,0
88,23,0,False,False,-9.823,220466.0,0
98,7,1,False,False,-7.392,270280.0,0
90,6,0,False,False,-12.844,162200.0,0
89,11,0,False,False,-6.599,273333.0,0
77,52,0,False,False,-9.392,334340.125,1
90,58,0,False,True,-5.305,251346.0,0
36,41,0,False,False,-4.439,221293.0,1
33,42,0,False,False,-8.21,215093.0,0
91,4,0,False,False,-13.77,147453.0,0
84,44,0,False,False,-8.21,177653.0,1
97,47,0,False,False,-9.729,192022.0,1
85,42,0,False,False,-8.21,215093.0,0
72,37,0,False,False,-12.244,292160.0,0
89,42,0,False,False,-8.21,215093.0,0
100,59,0,False,False,-6.508,172400.0,1
53,24,0,False,False,-7.793,163653.0,0
96,49,0,False,False,-11.4,269306.0,0
93,42,0,False,False,-8.21,215093.0,0
92,11,0,False,False,-15.738,142826.0,0
94,61,0,False,False,-6.981,325614.0,0
95,40,0,False,False,-8.705,218253.0,0
80,63,1,False,False,-14.996,262173.0,1
95,66,0,True,False,-6.328,236685.0,0
27,67,1,False,False,-4.88,210307.0,1
51,65,0,False,False,-7.472,275986.0,1
98,13,0,False,False,-8.504,306333.0,0
73,55,0,False,False,-10.583,239066.0,0
87,16,0,False,True,-3.554,208493.0,0
47,34,0,False,False,-7.258,233493.0,0
88,42,0,False,False,-8.21,215093.0,0
96,37,0,False,False,-6.617,115640.0,0
84,34,0,False,False,-8.443,142533.0,0
88,39,0,False,False,-11.737,180733.0,0
77,15,0,False,False,-8.107,295376.0,0
64,42,0,False,False,-8.21,215093.0,0
87,25,0,False,False,-9.762,334340.125,0
85,37,0,False,False,-7.113,193893.0,0
85,19,0,False,False,-9.1,211772.0,1
57,43,0,False,False,-3.586,216640.0,0
69,52,0,False,False,-3.159,226520.0,0
83,20,0,False,False,-10.671,214773.0,0
90,36,0,False,True,-3.995,239760.0,0
94,32,0,False,False,-8.658,334340.125,0
91,30,0,False,False,-14.155,232266.0,0
83,59,1,False,False,-2.871,215000.0,0
65,71,0,False,False,-15.551,206506.0,0
63,42,0,True,False,-8.21,215093.0,0
81,44,0,False,False,-7.959,162866.0,0
20,27,0,False,False,-12.003,165693.0,0
87,42,0,False,False,-8.21,215093.0,0
78,63,0,False,False,-12.414,117013.0,1
83,42,0,False,False,-8.21,215093.0,0
99,11,0,False,False,-13.652,178266.0,0
98,42,0,True,False,-8.21,215093.0,0
69,35,0,False,False,-15.645,200933.0,0
95,37,0,False,False,-15.534,213400.0,0
86,58,0,False,False,-4.494,252106.0,0
60,50,0,False,False,-8.125,334340.125,0
92,42,0,False,False,-8.21,215093.0,0
90,34,0,False,False,-10.047,334340.125,0
80,66,1,False,False,-8.406,199907.0,1
86,40,0,False,False,-7.691,260852.0,0
94,42,0,False,False,-8.21,215093.0,0
79,39,0,False,False,-11.103,182543.0,0
85,47,0,True,False,-5.728,258733.0,0
94,19,0,False,False,-8.59,198400.0,0
95,24,0,False,False,-8.379,265430.0,0
72,50,0,False,False,-11.615,202133.0,1
98,42,0,False,True,-8.21,215093.0,0
90,1,0,False,False,-6.504,114560.0,0
78,15,0,False,False,-5.514,309520.0,0
86,42,0,False,False,-8.21,215093.0,0
80,17,0,False,False,-14.157,287266.0,0
86,42,0,False,False,-8.21,215093.0,0
75,42,0,False,False,-8.21,215093.0,1
97,24,0,False,False,-12.618,175240.0,0
83,59,0,False,False,-5.17,193560.0,0
61,57,0,False,False,-7.104,272613.0,0
59,43,0,False,False,-3.522,296733.0,1
95,65,0,False,False,-3.469,255000.0,0
57,42,0,False,False,-8.21,215093.0,1
82,42,0,False,False,-16.501875,319533.0,0
89,14,0,False,False,-9.104,216800.0,0
93,70,0,False,False,-5.315,251840.0,0
22,41,0,False,False,-7.189,252800.0,0
68,16,0,False,False,-5.256,213106.0,0
91,35,0,False,False,-6.479,243706.0,0
81,24,0,False,False,-9.19,173026.0,0
76,23,0,False,False,-10.692,179000.0,0
28,44,1,False,False,-11.096,294000.0,1
77,16,0,False,False,-14.521,148320.0,0
93,3,0,True,False,-9.568,119800.0,0
93,34,0,False,False,-7.174,220533.0,0
59,79,0,False,False,-11.196,202192.0,0
96,61,0,False,False,-5.98,251120.0,0
84,55,0,False,True,-6.28,222613.0,0
63,41,0,False,False,-6.143,219506.0,1
83,41,0,False,False,-8.81,315333.0,0
87,50,0,False,False,-5.142,247431.0,0
86,3,0,False,False,-8.657,144200.0,0
65,60,0,False,False,-8.182,211960.0,0
38,42,0,False,False,-8.21,215093.0,0
80,42,0,False,False,-8.21,215093.0,0
89,41,0,False,False,-5.85,285386.0,0
64,42,0,False,False,-8.21,215093.0,1
96,69,1,False,False,-4.573,231840.0,1
85,58,1,False,False,-13.684,189427.0,1
71,59,1,False,False,-3.676,258333.0,0
90,21,0,False,False,-11.588,286200.0,0
96,7,0,False,False,-14.578,175893.0,0
97,3,0,False,False,-10.179,180053.0,0
82,35,0,False,False,-6.945,207095.0,0
80,68,1,True,False,-7.094,165908.0,0
100,35,0,False,False,-13.801,198266.0,0
92,66,0,False,True,-3.379,220120.0,0
87,51,0,False,True,-2.995,205266.0,0
74,72,0,False,False,-3.692,180493.0,0
93,55,0,False,False,-12.581,150973.0,1
75,42,0,False,False,-8.21,215093.0,1
97,1,0,False,False,-9.246,133640.0,0
89,67,0,False,True,-4.039,184506.0,0
84,80,1,True,False,-5.556,198293.0,0
46,90,1,False,False,-5.041,219947.0,1
70,58,0,False,False,-8.716,251853.0,0
99,42,0,False,False,-8.21,215093.0,0
99,33,0,False,True,-4.798,255373.0,0
91,2,0,False,False,-7.957,149973.0,0
71,52,0,False,False,-7.353,177360.0,0
34,42,0,False,False,-8.21,215093.0,0
81,38,0,False,False,-5.365,262800.0,0
86,49,0,False,False,-9.544,267066.0,0
93,42,0,False,False,-8.21,215093.0,0
90,36,1,False,False,-6.671,271673.0,0
93,20,0,False,False,-11.097,140320.0,0
78,42,0,False,False,-8.21,215093.0,0
88,45,0,False,False,-12.013,226506.0,0
96,13,0,False,False,-8.364,158600.0,0
96,14,0,False,False,-10.936,133400.0,0
86,49,1,False,False,-12.277,334340.125,1
92,43,0,False,False,-12.068,187200.0,1
88,14,0,False,False,-12.427,263933.0,0
66,54,0,False,True,-6.742,214240.0,0
94,42,0,False,False,-8.21,215093.0,0
88,66,0,True,False,-6.183,174968.0,0
85,42,0,False,False,-8.21,215093.0,1
87,24,0,False,False,-13.782,145439.0,0
76,42,0,False,False,-8.21,215093.0,0
79,57,0,False,True,-8.516,285280.0,0
74,55,0,False,False,-4.094,257026.0,0
94,42,0,False,False,-8.21,215093.0,0
66,33,0,False,False,-6.531,182813.0,1
41,70,1,False,False,-6.469,243373.0,1
79,35,0,False,False,-5.662,196653.0,0
94,2,0,False,False,-10.567,174965.0,0
13,42,0,False,False,-8.21,215093.0,0
98,59,0,False,False,-6.588,228140.0,0
97,85,1,False,False,-2.853,178480.0,0
99,3,0,False,False,-14.559,189640.0,1
95,66,1,False,False,-3.709,272080.0,1
88,10,0,False,False,-10.931,201560.0,0
90,56,0,False,False,-5.625,266026.0,0
82,36,0,False,False,-6.489,284000.0,0
75,42,0,False,False,-8.21,215093.0,0
90,23,0,False,False,-7.006,168506.0,0
67,71,1,False,False,-5.242,204880.0,0
93,49,1,False,False,-15.568,257053.0,0
64,54,0,False,False,-15.93,307333.0,0
96,15,0,False,False,-11.962,117493.0,0
38,73,0,True,False,-6.082,168346.0,0
84,13,0,False,False,-10.948,132560.0,0
90,22,0,False,False,-6.602,293600.0,0
76,41,0,False,False,-10.372,149866.0,0
50,43,0,False,False,-8.702,210400.0,1
76,74,1,False,False,-8.638,283733.0,1
5,42,0,False,False,-8.21,215093.0,1
33,43,0,False,False,-8.112,334340.125,0
92,16,0,False,False,-11.556,200440.0,0
67,28,0,False,False,-15.818,146226.0,0
73,42,0,False,False,-8.21,215093.0,1
90,11,0,False,False,-10.009,304040.0,0
97,38,0,False,False,-12.432,310453.0,0
17,25,0,False,False,-13.898,334340.125,1
100,42,0,False,False,-8.21,215093.0,0
99,2,0,False,False,-8.21,185040.0,0
89,14,0,False,False,-7.219,149133.0,0
87,44,0,False,False,-9.953,229227.0,1
98,3,0,False,False,-11.394,135226.0,0
94,1,0,False,False,-9.39,124986.0,0
97,51,0,False,False,-8.597,317874.0,1
84,42,0,False,False,-8.21,215093.0,0
86,41,0,False,False,-6.134,300026.0,0
94,42,0,False,False,-8.21,215093.0,0
71,60,1,False,False,-4.243,161787.0,1
85,72,1,False,False,-16.501875,236933.0,1
84,61,0,False,False,-8.122,243960.0,0
94,21,0,False,False,-11.425,242440.0,0
88,0,0,False,False,-9.24,202384.0,0
97,46,0,False,False,-10.912,125320.0,0
80,26,0,False,False,-10.652,179000.0,0
100,42,0,False,False,-8.21,215093.0,0
82,10,0,False,False,-11.963,163866.0,0
100,9,0,False,False,-9.723,285186.0,0
83,16,0,False,False,-8.324,322266.0,0
81,46,0,False,False,-13.506,217906.0,1
56,50,0,False,False,-16.501875,222066.0,1
93,42,0,False,False,-8.21,215093.0,0
86,9,0,False,False,-10.957,148933.0,0
77,42,0,False,False,-8.21,215093.0,0
97,23,0,False,False,-8.356,153000.0,0
91,42,0,False,False,-8.21,215093.0,0
68,58,0,False,False,-7.592,223160.0,0
63,66,0,True,False,-5.013,249578.0,0
99,39,0,False,False,-8.474,153960.0,0
88,19,0,False,False,-8.894,172973.0,0
81,60,0,False,False,-6.816,233866.0,1
98,1,0,False,False,-6.484,144812.0,0
92,42,0,False,False,-8.21,215093.0,0
86,44,0,False,False,-4.463,248200.0,1
71,40,0,False,False,-12.724,278213.0,0
92,52,0,False,False,-10.725,207066.0,0
98,50,0,False,True,-4.281,240266.0,0
78,11,0,False,False,-9.866,128494.0,0
88,68,0,False,False,-6.264,227626.0,1
89,55,0,False,False,-3.476,209040.0,0
94,42,0,False,False,-8.21,215093.0,0
69,23,0,False,False,-9.121,140160.0,0
76,15,0,False,False,-7.382,229093.0,0
91,42,0,False,False,-8.21,215093.0,0
88,15,0,False,False,-7.555,184560.0,0
74,60,1,False,False,-13.588,218947.0,1
79,6,0,False,False,-4.899,237760.0,0
93,22,0,False,False,-3.124,210600.0,0
72,58,0,False,False,-4.331,280453.0,0
99,62,0,False,False,-5.573,215724.0,0
66,70,0,False,False,-7.79,271133.0,1
92,70,0,False,False,-7.79,271133.0,0
50,45,0,False,False,-5.115,219693.0,0
70,42,0,False,False,-8.21,215093.0,0
90,6,0,False,False,-9.199,212706.0,0
74,14,0,False,True,-13.189,202626.0,0
81,13,0,False,False,-8.225,132706.0,0
99,34,0,False,False,-16.501875,229466.0,0
91,34,0,False,False,-6.174,137066.0,1
82,51,0,False,True,-7.029,203066.0,0
94,28,0,False,False,-11.931,170560.0,0
94,14,0,False,False,-14.689,171573.0,0
83,21,0,False,False,-10.194,216280.0,0
95,27,0,False,False,-10.992,313893.0,0
86,56,1,False,False,-6.038,197440.0,0
28,65,0,False,False,-6.483,233666.0,0
91,67,0,False,True,-4.039,184506.0,0
90,58,0,False,False,-13.474,157653.0,1
98,20,0,False,True,-7.639,225479.0,0
88,42,0,False,False,-8.21,215093.0,0
84,42,0,False,False,-8.21,215093.0,0
95,61,0,False,False,-10.898,240173.0,0
79,21,0,False,False,-15.044,163160.0,1
97,42,0,False,False,-8.21,215093.0,0
90,27,0,False,False,-8.38,143440.0,0
96,26,0,False,False,-8.722,136400.0,0
90,42,0,False,False,-8.21,215093.0,0
72,60,0,False,False,-11.005,211973.0,1
74,61,1,False,False,-9.939,334340.125,0
78,74,0,False,False,-11.775,186146.0,0
73,50,0,False,True,-10.86,217800.0,0
97,42,0,False,False,-8.21,215093.0,0
93,42,0,False,False,-8.21,215093.0,0
87,65,0,False,False,-5.597,271066.0,0
85,48,0,False,False,-9.745,217733.0,1
100,12,0,False,False,-6.374,160746.0,0
25,60,1,False,False,-5.867,291880.0,1
81,32,0,False,False,-9.118,334340.125,0
89,22,0,False,False,-13.22,261800.0,0
87,25,0,False,False,-9.044,228893.0,0
91,11,0,False,False,-6.975,173000.0,0
72,46,0,False,False,-5.774,225106.0,0
86,16,0,False,False,-7.981,188600.0,0
100,8,0,False,False,-3.832,164573.0,0
71,20,0,False,False,-8.784,173573.0,0
35,42,0,False,False,-14.504,296106.0,1
91,15,0,False,False,-9.822,189360.0,0
100,21,0,False,False,-13.157,183506.0,0
68,42,0,True,False,-10.399,244640.0,0
95,40,0,False,False,-8.158,265746.0,0
98,3,0,False,False,-8.547,149533.0,0
93,34,0,False,False,-9.969,165106.0,0
97,0,0,False,True,-13.474,223999.0,0
60,47,0,False,False,-16.501875,155199.0,0
91,42,0,False,False,-8.21,215093.0,0
89,56,0,False,False,-5.137,149360.0,0
88,43,0,False,True,-12.253,177106.0,0
40,42,0,False,False,-8.21,215093.0,0
85,81,1,False,False,-5.094,208373.0,1
67,50,0,True,False,-6.086,275386.0,0
60,62,0,False,False,-4.754,210693.0,1
85,42,0,False,False,-8.21,215093.0,0
91,2,0,False,False,-14.542,216596.0,0
84,52,0,False,False,-8.29,169706.0,0
43,21,0,False,False,-9.784,284893.0,0
100,3,0,False,False,-8.355,134879.0,0
90,17,0,False,False,-15.531,166360.0,1
84,42,0,False,False,-8.21,215093.0,0
98,40,0,False,False,-10.559,225333.0,0
87,37,0,False,False,-14.165,157093.0,1
58,42,0,False,False,-8.21,215093.0,0
70,61,0,False,False,-8.91,334340.125,1
72,42,0,False,False,-8.21,215093.0,1
78,13,0,False,False,-3.649,282066.0,0
95,3,0,False,False,-9.829,141040.0,0
81,48,0,False,False,-5.172,219000.0,0
81,49,0,False,False,-7.656,243480.0,0
84,42,0,False,False,-8.21,215093.0,0
62,56,0,False,False,-10.309,334340.125,1
76,39,0,False,False,-11.366,217226.0,0
93,42,0,False,False,-8.21,215093.0,0
93,38,0,False,False,-8.514,175906.0,0
61,63,1,False,False,-4.087,289559.0,0
94,19,0,False,False,-7.354,259640.0,0
85,13,0,False,False,-12.518,227960.0,0
46,58,0,False,False,-5.016,288546.0,1
96,30,0,False,False,-16.501875,226013.0,0
85,21,0,False,False,-16.501875,251640.0,0
93,39,0,False,True,-5.703,246560.0,0
84,5,0,False,False,-6.607,173653.0,0
87,9,0,False,False,-5.793,232493.0,0
78,41,0,False,False,-7.613,200213.0,0
87,16,0,False,False,-8.064,260733.0,0
79,44,0,False,False,-7.081,243426.0,0
94,42,0,False,False,-8.21,215093.0,0
79,42,0,False,False,-8.21,215093.0,0
83,42,0,False,False,-8.21,215093.0,0
92,24,1,False,False,-11.888,162200.0,0
79,67,0,False,False,-6.231,293053.0,1
9,42,0,True,False,-8.21,215093.0,1
78,43,0,False,False,-10.615,281533.0,1
94,42,0,False,False,-8.21,215093.0,0
86,27,0,False,False,-6.74,173826.0,0
80,35,0,False,False,-10.398,169533.0,1
99,64,1,False,False,-4.369,213227.0,1
90,17,0,True,False,-5.057,236853.0,0
63,66,1,True,False,-4.503,198237.0,1
85,42,0,False,False,-9.331,236200.0,0
72,36,0,False,False,-7.642,324893.0,0
65,42,0,False,False,-8.21,215093.0,0
98,42,0,False,False,-8.21,215093.0,0
78,52,0,False,False,-10.847,228826.0,0
97,54,0,False,False,-2.73,239773.0,1
63,22,0,False,False,-12.487,157333.0,0
98,8,0,False,False,-8.633,168693.0,0
59,18,0,False,False,-7.801,183880.0,0
95,36,0,False,False,-10.079,178009.0,0
84,42,0,False,False,-8.21,215093.0,0
90,51,0,False,False,-4.007,163040.0,1
87,42,0,False,False,-8.21,215093.0,0
93,24,0,False,False,-13.784,326640.0,0
68,50,0,False,False,-3.98,229146.0,0
53,60,0,False,False,-5.223,165493.0,0
95,42,0,False,False,-8.21,215093.0,0
98,11,0,False,False,-7.508,123759.0,0
88,11,0,False,False,-13.022,231400.0,0
97,42,0,False,False,-6.02,242013.0,0
91,27,0,False,False,-9.508,260573.0,0
100,42,0,False,False,-8.21,215093.0,0
81,32,0,False,False,-4.729,228000.0,1
72,33,0,False,False,-5.496,288573.0,0
85,40,0,False,False,-5.178,289360.0,0
85,36,0,False,False,-9.776,270651.0,0
76,42,0,False,False,-8.21,215093.0,0
96,13,0,False,False,-16.501875,155493.0,0
85,42,0,False,False,-8.21,215093.0,0
99,40,0,False,False,-5.73,274666.0,0
97,31,0,False,False,-6.229,313825.0,0
96,26,0,False,False,-7.138,165840.0,1
98,28,0,False,False,-9.577,204506.0,0
93,27,0,False,False,-4.812,270226.0,0
72,58,0,False,False,-6.241,225200.0,0
83,18,0,False,False,-6.795,242991.0,0
86,42,0,False,False,-8.21,215093.0,0
72,44,0,False,False,-11.167,295426.0,1
99,15,0,False,False,-9.48,232040.0,0
99,42,0,False,False,-8.21,215093.0,0
76,43,0,False,False,-9.742,175373.0,1
96,8,0,False,False,-6.276,164800.0,0
78,67,0,False,False,-9.414,242666.0,1
76,28,0,False,False,-7.949,291400.0,0
64,43,0,False,False,-7.319,146693.0,0
30,97,1,False,False,-4.521,183290.0,1
47,57,0,False,False,-3.46,169935.0,0
72,67,1,False,False,-7.781,193347.0,1
97,65,0,False,False,-3.751,174920.0,0
79,65,0,False,False,-4.034,232000.0,0
90,15,0,False,False,-9.786,248800.0,0
30,42,0,False,False,-8.21,215093.0,0
4,63,0,False,False,-4.034,232000.0,1
56,80,1,False,False,-9.072,250987.0,1
80,21,0,False,False,-14.217,217226.0,0
80,21,0,False,False,-6.029,182080.0,0
89,42,0,False,False,-8.21,215093.0,0
87,75,1,False,False,-5.077,209413.0,0
92,56,0,False,False,-10.815,215226.0,0
90,42,0,False,False,-8.21,215093.0,0
93,42,0,False,False,-8.21,215093.0,0
94,76,1,False,False,-5.582,267080.0,1
86,49,0,False,False,-8.736,249000.0,0
89,60,0,False,False,-3.617,206120.0,0
93,7,0,False,False,-8.328,334340.125,0
99,3,0,False,False,-13.495,131240.0,0
87,75,0,False,False,-9.875,334340.125,1
84,1,0,False,False,-14.166,279431.0,0
98,32,0,False,False,-12.471,278466.0,0
83,47,0,False,False,-8.009,334340.125,0
88,33,0,False,False,-8.634,271013.0,0
82,55,1,False,False,-12.741,258467.0,1
77,5,0,False,True,-11.079,144453.0,0
61,60,0,False,True,-8.669,249360.0,0
100,42,0,False,False,-8.21,215093.0,0
71,55,0,False,True,-12.619,182666.0,0
90,29,0,False,False,-12.59,207133.0,0
74,40,0,False,False,-5.502,278946.0,0
84,1,0,False,False,-12.647,204706.0,0
79,52,0,False,False,-5.533,284466.0,0
82,9,0,False,False,-10.475,199880.0,0
88,31,0,False,False,-12.596,241866.0,0
57,52,0,False,False,-9.472,180360.0,1
89,11,0,False,False,-6.764,140759.0,0
89,74,0,True,False,-5.221,266840.0,1
65,60,0,False,False,-2.92,202013.0,0
78,42,0,False,False,-7.338,280973.0,1
86,26,0,False,False,-11.428,185760.0,0
96,26,0,False,False,-13.221,222440.0,1
93,21,0,False,False,-9.677,212933.0,0
86,51,0,False,False,-9.883,262826.0,0
95,25,0,False,True,-8.46,138306.0,0
95,5,0,False,False,-8.768,185253.0,0
82,42,0,False,False,-8.21,215093.0,0
98,46,0,False,True,-5.423,185106.0,0
91,55,0,False,True,-5.264,183306.0,0
66,53,0,False,False,-8.196,243533.0,0
87,56,0,False,False,-6.424,237986.0,0
90,42,0,False,False,-8.21,215093.0,0
67,58,0,False,False,-16.501875,196466.0,1
65,10,0,False,False,-11.841,149906.0,0
70,48,0,False,False,-13.206,250200.0,1
69,39,0,False,False,-7.307,136960.0,0
91,27,0,False,False,-13.936,153986.0,0
97,27,0,False,False,-12.232,192373.0,0
80,21,0,False,False,-10.694,207226.0,0
91,61,1,False,False,-7.061,257547.0,0
86,55,1,False,False,-11.4,235360.0,0
99,38,0,False,False,-5.582,194613.0,1
83,42,0,False,False,-8.21,215093.0,0
87,42,0,False,False,-8.21,215093.0,0
83,4,0,False,False,-11.644,153040.0,0
90,20,0,False,False,-6.03,178426.0,0
61,56,0,False,False,-8.231,230186.0,1
87,4,0,False,False,-6.663,200706.0,0
80,39,0,False,False,-3.956,245000.0,0
86,11,0,False,False,-4.962,286000.0,0
99,44,0,False,False,-12.246,156266.0,0
89,62,1,False,False,-5.197,222307.0,1
88,13,0,False,False,-7.178,154733.0,0
86,61,1,False,False,-7.501,216373.0,1
68,18,0,False,False,-7.887,243186.0,0
88,21,0,False,False,-13.92,262733.0,0
92,18,0,False,False,-10.789,238973.0,0
45,38,1,False,False,-6.096,304360.0,0
75,49,1,False,False,-11.226,247840.0,1
92,65,0,False,False,-4.861,206080.0,0
56,42,0,False,False,-8.21,215093.0,1
83,24,0,False,False,-14.04,325173.0,0
55,52,1,False,False,-14.127,249568.0,1
56,27,0,False,False,-6.518,302333.0,0
99,2,0,False,False,-7.657,132866.0,0
76,51,0,False,False,-7.577,245293.0,0
88,42,0,False,False,-8.21,215093.0,0
92,37,0,False,False,-8.345,275133.0,1
88,22,0,False,False,-14.51,276666.0,0
93,33,0,True,False,-6.43,308080.0,0
86,29,0,False,False,-14.161,258333.0,0
90,20,0,False,False,-10.547,294760.0,0
92,30,0,False,False,-8.565,334340.125,0
72,48,0,False,True,-16.446,194160.0,1
86,37,0,False,False,-16.329,182543.0,0
93,66,0,False,False,-9.821,169933.0,0
95,8,0,False,False,-8.693,164333.0,0
83,42,0,False,False,-8.21,215093.0,1
90,38,0,False,True,-2.118,215026.0,0
72,42,0,False,False,-8.21,215093.0,0
92,5,0,False,False,-13.871,206426.0,0
95,61,0,False,True,-5.256,181209.0,0
82,42,0,False,False,-8.21,215093.0,0
90,45,1,False,False,-6.61,263040.0,1
96,9,0,False,False,-16.501875,147426.0,0
100,38,0,False,False,-11.073,148800.0,1
90,24,0,False,False,-11.686,229773.0,0
98,45,1,False,False,-7.746,248773.0,0
93,42,0,False,False,-8.21,215093.0,0
89,29,0,False,False,-11.929,231173.0,0
74,35,0,False,False,-13.011,151706.0,1
95,24,0,False,False,-13.823,215680.0,0
92,18,0,False,False,-4.093,238826.0,0
61,34,0,False,False,-16.501875,334340.125,1
99,42,0,False,False,-8.21,215093.0,0
91,42,0,False,False,-8.21,215093.0,0
93,14,0,False,False,-7.143,175813.0,0
92,42,0,False,False,-8.21,215093.0,0
93,61,0,False,False,-4.798,256440.0,0
49,44,0,False,False,-4.99,213573.0,0
80,16,1,False,False,-12.532,253160.0,1
86,74,1,False,False,-8.125,236920.0,1
83,4,0,False,False,-12.736,180546.0,0
73,61,0,False,False,-9.218,284840.0,0
68,77,1,False,False,-3.145,212862.0,1
85,16,0,False,False,-8.64,197600.0,0
75,50,1,False,False,-6.611,304427.0,0
95,26,1,False,False,-13.632,334340.125,0
83,54,0,False,False,-4.442,206466.0,0
1,74,0,True,False,-8.926,320266.0,1
94,1,0,False,False,-6.58,132126.0,0
97,42,0,False,False,-8.21,215093.0,0
78,23,0,False,False,-9.217,334340.125,0
8,51,0,False,False,-6.497,221546.0,1
68,53,0,False,False,-6.909,223080.0,0
39,42,0,True,False,-8.21,215093.0,0
90,55,0,True,False,-3.924,207186.0,0
91,19,0,False,False,-6.024,217129.0,0
67,67,0,False,False,-8.322,225880.0,0
78,45,0,True,False,-8.244,166213.0,0
86,45,0,False,False,-9.257,320973.0,0
99,15,0,False,False,-8.696,228306.0,0
90,12,0,False,False,-11.849,157466.0,0
93,42,0,False,False,-8.21,215093.0,0
97,24,0,False,False,-8.016,138947.0,0
90,0,1,False,False,-9.525,169307.0,0
65,70,1,True,False,-8.32,334340.125,0
89,52,0,False,False,-3.198,190706.0,0
67,52,1,False,False,-7.637,224533.0,1
86,42,0,False,False,-8.21,215093.0,0
42,64,0,False,False,-7.094,165200.0,0
72,76,1,False,False,-4.505,212107.0,1
99,64,0,False,False,-14.712,197773.0,0
90,51,0,False,False,-6.963,227880.0,0
74,42,0,False,False,-8.21,215093.0,1
93,24,1,False,False,-6.038,287867.0,0
